NOMBRE,LATITUD,LONGITUD
CENTRO DE ESTUDIOS DIGESTIVOS SRL,-37.99487752662492,-57.546730041503906
POLICLINICA RED OMIP S.A.,-37.99467460565547,-57.54855394363403
CENTRO EDUCATIVO TERAPEUTICO MI SENDA,-37.9944712,-57.561128999999994
POLICLINICA LUIS HECTOR DI ZINNO,-37.9944175,-57.55106790000002
SERVICIO DE AMBULANCIAS PARA EL TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.994353312972414,-57.555484771728516
CLINICA DE FRACTURAS Y ORTOPEDIA,-37.994341687223944,-57.551472187042236
POLICLINICA PRIVADA TRAUMATOLOGOS ASOCIADOS SA,-37.994184210995,-57.5598406791687
CASA ANIS,-37.99389349561815,-57.553226351737976
POLICONSULTORIO -  (1357),-37.9935425,-57.550681399999974
STARPYH,-37.993522067312846,-57.555090487003326
HOGAR C.RE.D.E.,-37.9933927,-57.572504500000036
CLINICA PRIVADA DE OJOS DE MAR DEL PLATA,-37.99335344464944,-57.55238291880232
CENTRO OFTALMOLOGICO MAR DEL PLATA S.A.,-37.9933308,-57.5507854
CLINICA PRIVADA DE OJOS SANTA LUCIA,-37.99325414315071,-57.5533390045166
GERIATRICO SAN PATRICIO,-37.993068128166705,-57.560226917266846
CLINICA 25 DE MAYO,-37.9929897,-57.5552088
HOGAR GERIATRICO CASABLANCA,-37.992961380718555,-57.551662623882294
HOGAR GERIATRICO CASAGRANDE,-37.99294975474947,-57.550528049468994
UNIDAD OBSTETRICA Y GINECOLOGICA SRL,-37.99289902322647,-57.555742263793945
DAR SALUD MAR DEL PLATA SRL,-37.992882,-57.554394
HOGAR GERIATRICO DAVID,-37.9928775,-57.56178840000001
GERIATRICO DON LUIS,-37.9928283,-57.56129920000001
HOGAR GERIATRICO NUESTRA SEÑORA DEL CARMEN,-37.99277695035545,-57.56214335560799
LOS ABUELITOS,-37.9927536,-57.54979930000002
HOGAR GERIATRICO BARTOLOME,-37.992544,-57.5536
HOGAR GERIATRICO DEL SOL,-37.992391706066684,-57.56284475326538
CENTRO DE DIA SOL CRECIENDO (D),-37.9923071528656,-57.567994594573975
INSTITUTO GERIATRICO CENTER,-37.99223629999999,-57.55126289999998
SANATORIO BELGRANO,-37.9921969,-57.56565550000005
SOL CRECIENDO (D),-37.992172,-57.56791199999998
POLICLINICA CMH,-37.9917589,-57.55357459999999
CENDIAL,-37.991377,-57.55179799999996
HOGAR GERIATRICO VIDA SALUD,-37.9908881,-61.3520537
HOGAR DE IPANEMA,-37.9906015,-57.548934799999984
INSTITUTO AMANECERES,-37.99024402455854,-57.58634090423584
HOGAR  DE ROSA,-37.990091,-57.54807099999999
RESIDENCIA GERIATRICA SALVADOR,-37.9900213,-57.55780140000002
DAHL S.R.L.,-37.989973446050556,-57.54718065261841
CENTRO DE CIRUGIA PLASTICA,-37.989951,-57.55214390000003
"CONSTRUIR SALUD, POLICLINICA DE LA OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION MAR DEL PLATA",-37.9898409,-57.56036659999995
HOGAR DE DIA CEDRO AZUL,-37.9892024,-57.553663400000005
CENTRO DE DIA NUEVOS HORIZONTES,-37.9891736,-57.58742589999997
RESIDENCIA GERIATRICA VILLARCON,-37.989144793161735,-57.56132125854492
ALFANODIAGNOSTICOS,-37.9888598,-61.35999570000001
CENTRO DE DIA HERMANDAD,-37.9888275,-61.34715779999999
CENTRO DE REHABILITACION DEL MAR,-37.98859164807802,-57.551026940345764
GERIATRICO LAS LILAS,-37.9883996317423,-57.557249665260315
CLINICA PRIVADA BARTOLOME MITRE,-37.988256940394315,-57.566728591918945
GERIATRICO SAN ROQUE,-37.98813221735915,-57.54938006401062
TE CUIDAMOS EN CASA - (1178),-37.98806658890153,-57.55677595054294
RESIDENCIA GERIATRICA OTOÑAL,-37.98776755981133,-57.55028933286667
LA CASA DE MARIA,-37.98740290045104,-57.55460500717163
CENTRO DE DIA DE LA ALMUDENA (D),-37.986794,-57.59063600000002
HOGAR DE DIA BETANIA,-37.9867675,-57.5906435
HOSPITAL BERNARDO A. HOUSSAY,-37.9866970760228,-57.614172230019
INSTITUTO GERIATRICO GEMA,-37.98669630172049,-57.55503550171852
SPEMM VITTAL (EMERGENCIAS),-37.986675690286646,-57.55606412887573
CENTRO DE DIA AVANCEMOS JUNTOS,-37.986591130497416,-57.554991245269775
PEQUEÑO HOGAR PARA LA TERCERA EDAD,-37.9865113,-57.546390299999985
SANATORIO PRINGLES,-37.9864677,-61.35941300000002
CLINICA PRIVADA LIBERTAD,-37.986388,-57.556669
GERIATRICO NUEVO STYLO,-37.9861747,-57.54806430000002
GERIATRICO ANGELITA II,-37.98600555128281,-57.56237268447876
EL DORADITO,-37.98468005327159,-57.566771507263184
CEAR CENTRO DE ASISTENCIA DE ADOLESCENTES EN RIESGO,-37.98382,-57.56175999999999
RESIDENCIAL GERIATRICO LAS MARIAS,-37.9836822144098,-57.55511999130249
AMBULANCIAS SARA,-37.983034,-57.59711679999998
SERVICIO DE AMBULANCIA PARA EL TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.98276786921721,-57.59846717119217
GERIATRICO DE LA ALMUDENA,-37.982753070473,-57.55960464477539
HOGAR PERMANENTE AVANCEMOS JUNTOS (D),-37.982532146008225,-57.554476261138916
INTI HOUSE,-37.9810215,-57.553358600000024
CENTRO TERAPEUTICO AGUA BLANCA,-37.9809542,-57.57738690000002
PALMIRA (RESIDENCIA PARA ADULTOS MAYORES),-37.9808212,-57.552495799999974
CENTRO DE DIA PALMIRA,-37.9807397,-57.54903079999997
CLINICA NEUROPSIQUIATRICA ATLANTICA (M),-37.980653732661466,-57.54471033811569
PARAULT SERVICIOS SOCIALES S.R.L.,-37.980556,-61.363889
LABORATORIO ANALISIS CLINICOS SUSANA JIMENEZ,-37.9800911,-63.6027298
HOGAR GERIATRICO JOSEFINA,-37.9800098,-57.546772299999986
CASA DE ORACION,-37.97884504049711,-57.5244140625
SIDSALUDMDQ S.R.L.,-37.9772108,-57.56324699999999
CENTRO EDUCATIVO TERAPEUTICO CRECER,-37.976845,-62.332543999999984
HOGAR GERIATRICO CRISTINA,-37.975839,-57.56239690000001
NUEVO ARCOBALENO (HOGAR Y CENTRO DE DIA PARA DISCAPACITADOS),-37.975538,-57.587222
CENTRO DE DIA PARA DISCAPACITADOS MENTALES INSTITUTO NUEVO ARCOBALENO,-37.9754103,-57.58730000000003
HOGAR Y CENTRO DE DIA PARA DISCAPACITADOS MENTALES INSTITUTO NUEVO ARCOBALEN,-37.9754103,-57.58730000000003
NUEVO ARCOBALENO ASOCIACION CIVIL (CENTRO DE DIA Y CENTRO EDUCATIVO TERAPEUTICO),-37.975124,-57.58814699999999
HOGAR ABUELA COCA,-37.9746604,-57.557578000000035
CENTRO DE DIA Y HOGAR NUEVOS RUMBOS INTEGRACION SA (D),-37.971679337863286,-57.570426017045975
CLINICA DE OJOS JUAN B. JUSTO,-37.9711654,-57.63441660000001
HOGAR PARA DISCAPACITADOS LA VIEJA CASONA,-37.970979723984264,-57.55943298339844
JESUS PAN DE VIDA,-37.97001553042469,-57.54512071609497
HOGAR DOLCE,-37.9687585,-57.54484389999999
HOGAR GERIATRICO SAN JORGE II,-37.96786613670357,-57.56130248308182
POSADA DEL INTI,-37.967228601527296,-57.55487322807312
CENTRO DE ATENCION PRIMARIA DE LA SALUD,-37.966794,-57.551297999999974
CENTRO DE DIA Y HOGAR DAR MAS PARA EL DISCAPACITADO (C D),-37.96622350000001,-57.57671449999998
CENTRO DE DIA Y HOGAR DAR MAS PARA EL DISCAPACITADO (H),-37.96622350000001,-57.57671449999998
NUESTROS VINCULOS PARA LA DISCAPACIDAD HOGAR PERMANENTE (D),-37.966103,-57.57658100000003
POLICLINICA HOSPITAL PRIVADO DE LA COMUNIDAD,-37.966091,-57.553858
NUESTROS VINCULOS PARA LA DISCAPACIDAD CENTRO DE DIA,-37.9660349,-57.57656159999999
PEQUEÑO HOGAR SANTA RITA (HOGAR SUSTITUTO),-37.965888,-57.546712
ASOCIACION CIVIL NUESTROS VINCULOS PARA LA INCLUSION DE LAS PERSONAS MAS VULNERABLES,-37.96585088639018,-57.576438188552856
HOGAR GERIATRICO AMMA,-37.9647819,-57.55058059999999
RESIDENCIA M. AMALIA BUSTINZA,-37.96163222186312,-57.55030810832977
HOGAR DE DIA CASA PIEDRA,-37.9608666,-57.562876500000016
CENTRO DE DIA ADERMAD,-37.9607563,-57.54683469999998
RESIDENCIA CASABELLA,-37.960705,-57.559668999999985
RESIDENCIA GERIATRICA VILLA DEL ANGEL,-37.95991188115963,-57.55330681800842
POLICLINICA CONSTITUCION,-37.95990818082937,-57.56354096936775
VILLA RUCA (RESIDENCIA P/ ADULTOS),-37.9598141,-57.62045939999996
POLICLINICA ODONTOLOGICA ODONTOCORP,-37.95973,-57.62072
NUESTROS SABIOS,-37.95958620671729,-57.5531405210495
A.I.PE (ASOCIACION INTEGRADORA DE PERSONAS CON PADECIMIENTOS PSIQUICOS) - HOGAR,-37.9591818,-57.56856159999995
A.I.PE (ASOCIACION INTEGRADORA DE PERSONAS CON PADECIMIENTOS PSIQUICOS) - CENTRO DE DIA,-37.95917170988378,-57.56859540939331
FUNDACION LARES DE LA COSTA (D),-37.958241,-57.56814800000001
SERVICIO DE AMBULANCIA PARA TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.957463,-57.61861699999997
CENTRO DE DIA  NUEVO ARCOBALENO ASOCIACION CIVIL,-37.95640128832628,-57.575818777040695
HOGAR PERMANENTE NUEVO ARCOBALENO ASOCIACION CIVIL,-37.956372385180245,-57.575740814208984
CENTRO DE DIA Y HOGAR PERMANENTE UPPAD (H),-37.955693862409156,-57.55323976278305
CENTRO DE DIA Y HOGAR U.P.P.A.D,-37.95534807775537,-57.55239486694336
SERVICIO DE TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.9546786,-57.57059559999999
GERIATRICO EN FAMILIA,-37.95281015892048,-57.568745613098145
LAQUESIS S.A.,-37.95279915189035,-57.566158805366285
COMPLEJO GERIATRICO LA TRANQUILIDAD SA,-37.94683724395296,-57.56859540939331
GERIATRICO LA TRANQUILIDAD,-37.946824553106765,-57.568587541536544
HOGAR GERIATRICO CRISTINA 2,-37.94542907543776,-57.611115127801895
HOGAR GERIATRICO INSTITUTO LOS MILAGROS,-37.94492005548036,-57.56787157049985
FORTALEZA DE VIDA,-37.9425087,-57.58420560000002
HOGAR DE MARIA (D),-37.942445287114545,-57.57306933403015
AYTHUE (DISCAPACIDAD),-37.9368031,-57.55109620000002
COMUNIDAD TERAPEUTICA POSADA DEL INTI,-37.93184129999999,-57.5505326
LABORATORIO DE ANALISIS CLINICOS,-37.881475,-67.79923100000002
CONSULTORIOS ODONTOLOGICOS R.I.O,-37.880579,-67.796176
CLINICA Y MATERNIDAD JUAN DOMINGO PERON,-37.880161,-67.79837299999997
CONSULTORIOS DE ODONTOLOGICO Y PSICOLOGIA,-37.880118,-67.79375800000003
2 CONSULTORIOS ODONTOLOGIA,-37.879877,-67.79337700000002
GERIATRICO HOSTAL DE LOS ABUELOS,-37.864843,-58.251983
CENTRO DE DIA ARCO IRIS,-37.858879,-58.23949500000003
HOGAR DE NUESTRO SUEÑO (D),-37.8542983,-58.253609900000015
COMUNIDAD TERAPEUTICA POSADA DEL INTI (A),-37.852221,-58.23406899999998
COMUNIDAD POSADA DEL INTI (A),-37.851679,-58.23318599999999
HOGAR GERIATRICO MARIA AUXILIADORA,-37.849747,-58.248163
POLICLINICA PRIVADA C. DE TRAUMATOLOGIA Y ORTOPEDIA,-37.8491512,-58.25498490000001
CENTRO DE IMAGENES BALCARCE - CIB,-37.84594355378801,-58.25828790664673
HOGAR GERIATRICO MODESTO MAGADAN,-37.806213,-63.03859299999999
LABORATORIO DE ANALISIS DENOMINADO CIAB CENTRO INTEGRAL DE ANALISIS BIOQUIMICOS,-37.7712364,-67.71735380000001
HOGAR DE ANCIANOS - (DARREGUEIRA),-37.6954390260027,-63.1569210557713
HOGAR DE ANCIANOS,-37.6946165,-63.157232499999964
SANATORIO Y MATERNIDAD DR. J. DARREGUEIRA,-37.687080706866084,-63.161773681640625
SERVICIO DE AMBULANCIAS PARA EL TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.68671680000001,-63.168459900000016
LABORATORIO PROTESIS DENTAL JOSE FERRERO,-37.66939,-63.543476999999996
LABORATORIO ANALISIS CLINICOS MABEL FERRANDO,-37.6687126,-63.54153819999999
LABORATORIO ANALISIS CLINICOS VIVIAN SALOMON,-37.6687126,-63.54153819999999
LABORATORIO MANUELA TORTORELLA - AGUSTIN TORTORELLA,-37.6686688,-59.80717620000001
CONSULTORIO MEDICO CARLOS SOTILE,-37.6657975,-63.5449119
CENTRO DE DIA AMANECER  (979),-37.6070936,-62.397626
CIREM CENTRO INTEGRAL DE REHABILITACION MEDICA,-37.607016,-62.406447000000014
SERVICIO DE AMBULANCIAS PARA EL TRASLADO DE PACIENTES SIN RIESGO DE VIDA CELP,-37.6061345,-62.41055019999999
SERVICIO AMBULANCIAS PARA EL TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.605808,-62.40387599999997
CENTRO DE DIA AMANECER (CALLE FRANCIA Nº 35),-37.6031108,-62.40168219999998
HOGAR GERIATRICO LA CASONA,-37.6023912,-62.4051475
CLINICA PRIVADA PIGUE,-37.6011368,-62.40624809999997
HOGAR FEDERICO O. DUCOS (H),-37.596917,-62.4101
CENTRO DE DIA AMANECER (345),-37.595627085052776,-62.4061889690347
CENTRO DE DIA SAN FRANCISCO DE ASIS,-37.5468464,-60.80329760000001
CENTRO MODELO DE GERIATRIA,-37.54471555417788,-60.80384373664856
LABORATORIO DE ANALISIS CLINICOS LAHORE,-37.5445512,-60.801816
RESIDENCIA SAN JORGE,-37.5434276,-60.79883029999999
CENTRO DE SALUD BUCAL Y TRATAMIENTO ORTODONCICO,-37.5411251,-62.7684716
GERIATRICO SAN JOSE,-37.514900138249274,-61.91722869873047
GERIATRICO INSTITUTO HERMANAS MISIONERAS,-37.509652,-61.91601600000001
HOGAR HERMANAS MISIONERAS,-37.509652,-61.91601600000001
CLINICA DE REHABILITACION CORONEL SUAREZ,-37.509652,-61.91601600000001
SALA DE PRIMEROS AUXILIOS ARROYO CORTO,-37.49381944082108,-62.3182983440347
CENTRO MEDICO,-37.463651,-63.58369090000002
CENTRO DE DIA HERMANAS MISIONERAS,-37.4593051,-61.924640599999975
CENTRO INTEGRAL DE DIAG. Y TRATAMIENTO MEDICO ODONTOLOGICO DE BAJA Y MEDIANA COMPLEJIDAD (CIMO),-37.4569335,-61.93223640000002
CLINICA CORONEL SUAREZ SA,-37.4566694,-61.9327452
CENEUC - CENTRO DE DIA DE EXCELENCIA EN REHABILITACION NEUROCOGNITIVA,-37.4558768,-61.92491159999997
CENTRO DE DIA ESPERANZA NUESTRO LUGAR (D),-37.454897,-61.93174799999997
CENTRO DE DIA ESPERANZA NUESTRO LUGAR,-37.452253453077766,-61.9309272771352
SERVICIO DE AMBULANCIA SIN RIESGO DE VIDA,-37.4479659,-57.72689109999999
UNIDAD SANITARIA SAN CAYETANO DE CORONEL SUAREZ,-37.4479438909999,-61.9226513689999
SERVICIO DE KINESIOLOGIA DEL KGO. JORGE PASI,-37.405073750176925,-69.41162109375
OPTICA WOLF CENTER - RINCON DE LOS SAUCES,-37.39634613318924,-68.93783569335938
CONSULTORIOS MEDICOS Y DE PSICOLOGIA - DR. TICHELLIO,-37.387549303334275,-68.91590595245361
VACUNATORIO DE CLINICA Y MATERNIDAD RINCON,-37.386995,-68.91945699999997
CLINICA Y MATERNIDAD EVA PERON,-37.386424052959086,-68.91736507415771
CONSULTORIO ODONTOLOGICO DR. PEREZ,-37.384344000228964,-68.91878128051758
KRE-SIENDO CENTRO INTERDISCIPLINARIO,-37.383798403074934,-68.91500473022461
SENTIDOS EQUIPO INTERDISCIPLINARIO DE COMUNICACION Y LENGUAJE,-37.3832959,-70.26891999999998
SALA ENFERMERIA CO.SE.GA.,-37.382527,-64.60005799999999
CENTRO INTEGRAL DE SALUD DEL NORTE NEUQUINO,-37.38199108414694,-70.26851177215576
CONSULTORIOS ODONTOLOGICOS DR. TURNER,-37.3800588,-70.26924170000001
CENTRO MEDICO C.ME.P.,-37.3789215,-70.27066000000002
CENTRO MEDICO DON BOSCO,-37.378759966764186,-64.59812879562378
"KABOT, MEDICINA Y REHABILITACION",-37.3781605,-70.27423920000001
CONSULTORIO FONO,-37.3778273,-70.27387340000001
SALA ENFERMERIA CO.SE.GA. BARRIO EL OESTE,-37.37778804670183,-64.60372924804688
CONSULTORIOS CER-K,-37.3763029,-70.27565859999999
LABORATORIO ANALISIS CLINICOS MARIA SACK,-37.376253410433115,-63.776257038116455
LABORATORIO ANALISIS CLINICOS BERTUOLA - MARIN,-37.3761444,-64.60004429999998
CENTRO ODONTOLOGICO INTEGRAL,-37.3761444,-64.60004429999998
CENTRO MEDICO ADRIANA CAMINOS,-37.3761444,-64.60004429999998
SERVICIO DIAGNOSTICO POR IMAGENES DIGA,-37.3761444,-64.60004429999998
IMAGENES CHOS MALAL,-37.3759129,-70.2735093
SERVICIO DE INTERNACION DOMICILIARIA SEMPRO,-37.3758314,-70.2744227
SERVICIOS INTEGRALES DE ENFERMERIA ALTO NEUQUEN,-37.3757458,-70.27458730000001
CONSULTORIO ODONTOLOGICO AMUSIN - GRAL. ACHA,-37.37541787304063,-64.6006178855896
CONSULTORIOS CUIDARTE,-37.3740755,-70.27270620000002
EMERGENCIA VILLA GESEL (ARPNES),-37.3511318419999,-57.0330020139999
RESIDENCIA PSIQUIATRICA TERESA DE CALCUTA,-37.3420494,-59.10793530000001
CIO TANDIL,-37.3377195,-59.12287349999997
POLICONSULTORIOS,-37.3356316,-59.138063199999976
CENTRO DE DIA MANOS ABIERTAS,-37.3320204,-59.131460300000015
CLINICA COMUNIDAD TANDIL COM - TAN S.A. (M),-37.3318043,-59.13920139999999
GERIATRICO DEL VALLE,-37.3315461,-59.136566200000004
CENTRO INTEGRAL DE REHABILITACION Y ENTRETENIMIENTO TANDIL CIRET,-37.3309345,-59.12649810000005
NUEVA CLINICA CHACABUCO,-37.330714,-59.137426000000005
CLINICA COMUNIDAD TANDIL,-37.32993525943999,-59.13399696350098
GRELORU SA (ID),-37.329901,-59.133872
INSTITUTO OTORRINOLARINGOLOGICO TANDIL,-37.326593,-59.14091100000002
USICOM S.A.,-37.3260546,-59.13240089999999
RESIDENCIA GERIATRICA,-37.3259734,-59.132013400000005
CENTRO EDUCATIVO TERAPEUTICO EL ANDAMIO,-37.3248832,-59.1367568
CENTRO DE ESTIMULACION TEMPRANA EL ANDAMIO,-37.3248832,-59.1367568
CENTRO DE DIA EL ANDAMIO,-37.3248168,-59.136631799999975
SERVICIO DE AMBULANCIAS PARA EL TRASLADO DE PACIENTES SIN RIESGO DE VIDA,-37.32437277207419,-59.14341688156128
SANATORIO TANDIL SA,-37.3242077,-59.13487829999997
GENESIS SALUD,-37.3240433,-59.130183699999975
DIAS DE LUZ,-37.3240112,-59.15384640000002
GERIATRICO BALVERDE,-37.3226904,-59.14549599999998
CLINICA DE OJOS TANDIL SA,-37.3223997,-59.131910500000004
HOGAR PERMANENTE Y CENTRO DE DIA NUEVO ARCOBALENO (H),-37.32217,-59.12590130000001
HOGAR PERMANENTE Y CENTRO DE DIA NUEVO ARCOBALENO (C D),-37.32217,-59.12590130000001
POLICLINICA MODELO - (TANDIL),-37.32185990000001,-59.13605940000002
CLINICA ODONTOLOGICA DR. LUIS OSCAR GIOVANNETTI,-37.320666,-59.1381854
AL.MA.S,-37.3190778,-59.137043800000015
INSTITUTO SUPERIOR DE GASTROENTEROLOGIA DE TANDIL,-37.3189252,-59.13584989999998
S.I.A.P (SERVICIO DE AMBULANCIAS P/TRASLADO DE PACIENTES SIN RIESGO DE VIDA),-37.3183549,-59.15019960000001
EL ARCANGEL - (RESIDENCIA PARA ADULTOS),-37.3171626,-59.12206930000002
CENTRO PRIVADO DE DIALISIS TANDIL SA,-37.3151124,-59.13680550000004
LABORATORIO SPARO - GARCIA ALLENDE,-37.31506067023433,-59.13626042303768
HOGAR GERIATRICO SUYAI,-37.313533,-59.11932899999999
PROCEDERE,-37.3126679,-59.138769300000035
HOGAR GERIATRICO SANTISIMA TRINIDAD,-37.311912131014985,-59.13685619831085
COMUNIDAD PORTAL DE LAS SIERRAS,-37.29376319630193,-59.14209222784848
CENTRO DE DIA INSTITUTO SANTA FRANCISCA,-37.2937447,-59.132688900000005
HOSTAL PSIQUIATRICO DON JULIO (M),-37.2871506,-59.1246094
EL CISNE,-37.2858909,-56.99041030000001
SERVICIO DE AMBULANCIAS,-37.28293806133933,-56.99102139486058
CLINICA PRIVADA DEL SOL SRL,-37.2792016,-56.987566500000014
POLICONSULTORIO (CALLE 3),-37.2700311,-56.979393800000025
SERVICIO DE AMBULANCIAS PARA EL TRASLADO DE PACIENTES MICHIA SERVICIOS SOCIALES SRL,-37.2641959,-56.986169200000006
CENTRO DE DIA ARCOIRIS,-37.25151484350915,-56.99301481246948
HOGAR GERIATRICO RINCON DEL PINAR,-37.25035766417745,-56.97044134140015
INSTITUTO DE DIAGNOSTICO MEDICO PRIVADO CARHUE,-37.1796981,-62.75714140000002
CENTRO DE DIA MIMOS,-37.1791337,-62.75144879999999
CONSULTORIOS MEDICOS DE LA DRA. ANA MONTES,-37.17850945813079,-70.66882610321045
GABINETE DE FISIOTERAPIA,-37.1557617,-64.02008060000003
HOGAR GERIATRICO SAN ANTONIO,-37.1536405,-58.477960800000005
A.P.I.D.D.A.,-37.151186,-58.4790891
HOGAR PARA DISCAPACITADOS MI CASITA (D),-37.15047447681724,-58.47874402999878
SALA DE ENFERMERIA INGENIERO DANTE FALOCI CPE MACACHIN,-37.1502686,-63.6492882
LABORATORIO DE ANALISIS CLINICOS JORGE LIBERMAN,-37.1502686,-63.6492882
LABORATORIO PROTESIS DENTAL ALEJANDRA SANCHEZ,-37.1502686,-63.6492882
CONSULTORIO ODONTOLOGICO GRACIELA MARTINEZ,-37.1376379,-63.666009900000006
RESIDENCIA MODELO OSTENDE,-37.130194,-56.871512499999994
PINAMAR SALUD,-37.11800119999999,-56.8709973
EMERGENCIA PINAMAR,-37.1066018,-56.868761199999994
CLINICA DEL BOSQUE DE PINAMAR SRL,-37.1053673,-56.86806360000003
SPEMM EMERGENCIAS PINAMAR,-37.1048087,-56.87379950000002
CLINICA INTEGRAL DE LA VISION,-37.101744,-56.87355400000001
HOGAR DE ANCIANOS HORACIO CARLOS COOK,-37.05810960605219,-61.93989872932434
SERVICIO ENFERMERIA ATALIVA ROCA,-37.0287743,-64.28208159999997
RESIDENCIA CAMINO A LA FELICIDAD,-37.0153034,-57.134429599999976
CENTRO DE DIA Y HOGAR PERMANENTE ASOCIACION CIVIL NUESTROS VINCULOS PARA ...,-37.0117384798564,-58.45210317182136
CLINICA PRIVADA INSTITUTO MEDICO MADARIAGUENSE SRL,-36.999351,-57.137400000000014
POLICLINICA PRIVADA NORTE,-36.995468488158785,-57.133283615112305
CENTRO DE DIA F.A.E.,-36.9875185,-57.14469070000001
COMUNIDAD TERAPEUTICA CUMELEN II (A),-36.95172447286408,-60.26103436946869
GERIATRICOS LAS SIERRAS,-36.950166,-60.149174000000016
RDA CENTRO DE DIAGNOSTICO POR IMAGENES,-36.94166076798566,-62.43411669507623
OLAVARRIA SALUD,-36.9004465,-60.3324121
NUEVO CENTRO TERAPEUTICO OLAVARRIA,-36.898087,-60.31773399999997
CLINICA PRIVADA INSTITUTO DE LA VISION OLAVARRIA,-36.897409,-60.32173899999998
POLICLINICA ODONTOLOGICA,-36.8971254,-60.3249247
BINCAGE SALUD SA,-36.8967254,-60.32086429999998
E.M.O (EMERGENCIAS MEDICAS OLAVARRIA S.R.L),-36.8963036,-60.32551909999995
OPCION OLAVARRIA SA,-36.8962556,-60.3271082
CENTRO DE OJOS SANTA LUCIA,-36.8962318,-60.319253300000014
CLINICA Y MATERNIDAD PRIVADA MARIA AUXILIADORA,-36.896049,-60.32039199999997
MARIA AUXILIADORA EMERGENCIAS,-36.89566629999999,-60.32015179999996
CECO AMMBA SALUD,-36.8953679,-60.32289530000003
INSTITUTO OFTALMOLOGICO DE ALTA COMPLEJIDAD,-36.8942656,-60.32854839999999
INSTITUTO MEDICO OLAVARRIA,-36.89269050000001,-60.325457400000005
POLICONSULTORIO - (2681),-36.89220299999999,-60.32243510000001
CIM CONSULTORIO IMAGENES MEDICAS,-36.890283,-60.32275850000002
COMUNIDAD TERAPEUTICA CUMELEN PREVENCION Y ASISTENCIA DE LA DROGADEPENDENCIA Y PATOLOGIAS ASOCIADAS,-36.89014996397457,-60.33693552017212
INSTITUTO INTERDISCIPLINARIO DE SALUD MENTAL,-36.8895982,-60.320474399999966
SPEMM SEM OLAVARRIA SRL,-36.8884609,-60.317295400000035
DAR SALUD INTERNACION DOMICILIARIA   -(3249),-36.8860944,-60.32456060000004
SERVICIO DE TRASLADO SANITARIO,-36.8857581,-60.313868000000014
RESONANCIA DEL CENTRO,-36.8854679,-60.30278750000002
CENTRO DE REHABILITACION INTEGRAL CORPI,-36.88170770644437,-60.31741333426908
CENTRO DE DIA AMANECER (3305),-36.88170770644437,-60.31741333426908
HOSPITAL DE DIA OLAVARRIA,-36.88170770644437,-60.31741333426908
POLICLINICA PSICOFISICO DEL NOROESTE SRL,-36.88170770644437,-60.31741333426908
CIO OLAVARRIA,-36.88170770644437,-60.31741333426908
CENTRO DE DIA Y RESIDENCIA GRUPO ILUSIONES,-36.88170770644437,-60.31741333426908
CENTRO DE DIA SANTA CLARA,-36.88170770644437,-60.31741333426908
CUIDAR EN CASA SRL,-36.8660264,-57.876999299999966
GERIATRICO MARI-FE,-36.864996,-57.87727799999999
GERIATRICO MARIFE,-36.8646765,-57.88268730000004
C.O.R.P.I CENTRO OLAVARRIENSE DE REHABILITACION PARALISIS INFANTIL,-36.8625259,-60.27301030000001
HOGAR DE ANCIANOS DE MAIPU,-36.85767763119556,-57.87596583366394
CENTRO MEDICO MIGUEL RIGLOS,-36.85113171418655,-63.68845224380493
LABORATORIO ANALISIS CLINICOS RITA BAEZ,-36.8508911,-63.69873050000001
SERVICIO AMBULANCIA,-36.81467207478493,-62.21804809989408
HOSPITAL LAGUNA ALSINA,-36.8107208789999,-62.2542370369999
SERVICIO DE AMBULANCIA DE LA COOPERATIVA ELECTRICA DE VILLA MAZA,-36.800672,-63.339158999999995
CONSULTORIOS EXTERNOS    ----   (AZUL),-36.7855114,-59.85663750000003
HOGAR GERIATRICO RESIDENCIA AZUL,-36.785323,-59.85412400000001
CENTRO DE DIALISIS CENEFA CENTRO NEFROLOGICO AZUL SA,-36.7848986,-59.85399689999997
RESIDENCIA PARA DISCAPACITADOS VIVENCIAS,-36.7843039,-59.85860960000002
LABORATORIO CLINICA SAN MARTIN,-36.7839588,-59.85591580000001
CENTRO DE DIAGNOSTICO SAN MARTIN,-36.7839286,-59.85591929999998
CLINICA SAN MARTIN,-36.7839286,-59.85591929999998
POLICLINICA PRIVADA CENTRO ESPECIALIZADO DE UROLOGIA,-36.7838062,-59.85776499999997
INSTITUTO OFTALMOLOGICO AZUL,-36.7834649,-59.855399499999976
AMBULANCIA AZUL,-36.7832584,-59.86185640000002
HOGAR GERIATRICO ABUELOS FELICES,-36.7832356,-59.858479999999986
AMBULANCIA TRASLADO,-36.78301,-59.8564839
RESONANCIA DEL CENTRO SA,-36.7829177,-59.853572299999996
HOGAR DE ANCIANOS SAN MARTIN DE PORRES,-36.7825317,-59.85938229999999
SANATORIO AZUL,-36.7822418,-59.852926000000025
